start	end	text
2675560	2676100	pour un truc,
2676300	2676480	voilà,
2676660	2677100	l'important,
2677300	2678080	c'est l'émancipation,
2678360	2680140	c'est d'équilibrer
2680140	2680780	le pragmatisme
2680780	2681520	avec la finalité.
2681660	2681780	D'ailleurs,
2681860	2682360	le logiciel libre,
2682440	2683280	il n'est ni suffisant
2683280	2683920	ni nécessaire.
2684400	2684540	Ça,
2684600	2685340	je vais l'expliquer
2685340	2685880	juste après
2685880	2687960	pourquoi il n'est nécessaire.
2687960	2689760	Et puis,
2689760	2689940	en fait,
2690000	2690700	quand on réfléchit,
2690780	2691040	les gens,
2691120	2691800	ils ne viennent pas utiliser
2691800	2692360	le chaton
2692360	2692820	ou ils ne viennent pas
2692820	2693640	utiliser Framasoft
2693640	2695400	pour avoir la certitude
2695400	2696160	qu'il y a 100%
2696160	2696880	de logiciel libre
2696880	2697960	et pas 99%
2697960	2698400	de logiciel libre.
2698760	2699460	Ils viennent pour
2699460	2701900	l'informatique décentralisée,
2702020	2702640	bienveillante,
2702800	2703220	loyale,
2703360	2703840	solidaire,
2703960	2704460	conviviale,
2704560	2704800	tout ça,
2704940	2705060	voilà,
2705140	2705780	tous les mots
2705780	2706720	qu'on a envie d'avoir.
2706720	2709860	Et vraiment,
2710020	2710880	ça en est vraiment venu
2710880	2711940	au point où malheureusement,
2712560	2714180	le librisme radical,
2714300	2716180	il freine l'évolution
2716180	2716760	de la lutte
2716760	2717660	vers des trucs
2717660	2718980	qui seraient pertinents.
2720260	2720620	Alors,
2720680	2721140	je dis schisme,
2721260	2721580	au final,
2721700	2721800	bon,
2721860	2721980	voilà,
2722020	2722580	ils ont voté
2722580	2723240	et puis du coup,
2723360	2723800	il y avait quand même
2723800	2725020	une majorité de chatons
2725020	2725760	qui étaient plutôt
2725760	2727060	dans l'informatique
2727060	2727740	émancipatrice
2727740	2728940	plutôt que dans le librisme radical,
2729220	2731600	mais il y a eu quand même
2731600	2733240	beaucoup d'énergie perdue
2733240	2733840	là-dedans.
2734000	2734480	Il y a même des gens
2734480	2735100	qui se sont barrés
2735100	2737040	juste parce qu'il y avait
2737040	2737960	des débats interminables.
2738340	2738480	Alors,
2738600	2739460	je propose de parler
2739460	2740300	d'un autre exemple.
2740460	2740520	Alors,
2740520	2740820	je suis en train
2740820	2741700	d'exploser le temps.
2742400	2742680	Malheureusement,
2742840	2743040	je crois,
2743120	2743620	je ne sais pas trop.
2743760	2744080	Je vais essayer
2744080	2745720	d'aller vite.
2746400	2747260	Un autre exemple,
2747500	2749260	ça raccroche
2749260	2750400	aux coopératives là.
2751860	2753600	La licence copyleft
2753600	2755080	de CoopCycle.
2755660	2756120	Il me semble qu'il y avait
2756120	2757140	quelqu'un dans les commentaires
2757140	2758780	sur l'extranet
2758780	2760420	qui avait dit
2760420	2760580	« Ouais,
2760620	2760720	moi,
2760720	2761400	je suis dans copyleft
2761400	2761740	et justement,
2761820	2762540	ça m'intéresse vachement
2762540	2763400	parce que c'est construit
2763400	2764540	sur la critique
2764540	2765260	de le salier machin.
2765940	2766260	Copyleft,
2766360	2768340	c'est une société,
2768800	2769520	une coopérative
2769520	2769740	pardon,
2769980	2770440	de livreurs
2770440	2773340	de repas
2773340	2773760	ou quelque chose
2773760	2774040	comme ça,
2774120	2774740	livreurs à vélo.
2776020	2776240	Et puis,
2776340	2776900	pour gérer
2776900	2778700	leur livraison,
2778840	2779120	ils développent
2779120	2779900	un logiciel.
2780360	2780380	Alors,
2780480	2781420	c'est à la fois
2781420	2781980	une plateforme
2781980	2782320	et à la fois
2782320	2782900	une application
2782900	2783340	qui s'appelle
2783340	2784100	CoopCycle.
2784800	2785400	C'est le même nom
2785400	2787420	que la coopérative.
2788080	2788260	Et puis,
2788360	2788780	ils ont commencé
2788780	2789300	à se dire
2789300	2790000	« En fait,
2790180	2791920	si Uber
2791920	2792720	est délivré
2792720	2793260	ou il chope
2793260	2793940	notre logiciel
2793940	2794600	et puis ils commencent
2794600	2795940	à gérer
2795940	2797040	leur livraison
2797040	2797440	eux aussi
2797440	2797960	avec le truc,
2798020	2798960	on aura tout perdu
2798960	2799640	parce qu'on aura
2799640	2800620	travaillé gratuitement
2800620	2802020	pour le néolibéralisme.
2802780	2803060	Du coup,
2803160	2803580	c'est quand même
2803580	2804040	pas ouf.
2804160	2804320	Du coup,
2804400	2804860	ce serait quand même
2804860	2805960	assez cool
2805960	2807200	de trouver un truc
2807200	2810060	pour que ça ne se produise pas.
2810060	2812460	ils ont choisi
2812460	2813140	de limiter
2813140	2813980	l'usage commercial
2813980	2816440	de leur logiciel
2816440	2817320	aux seules entreprises
2817320	2817800	coopératives
2817800	2819720	avec une nouvelle licence
2819720	2820240	qui s'appelle
2820240	2821580	le copyleft.
2821700	2821800	Voilà,
2821880	2822540	c'est un petit jeu de mots.
2823800	2824200	Il y a aussi
2824200	2825220	l'histoire du copyright.
2825620	2826100	Le copyright,
2826260	2827360	c'est le droit d'auteur
2827360	2827740	et puis,
2827860	2828040	du coup,
2828120	2828380	il y a les gens
2828380	2828980	qui ont inventé
2828980	2830340	le copyleft.
2830600	2830840	C'est un peu
2830840	2831800	le gauche d'auteur
2831800	2832560	et du coup,
2832640	2833400	le copyleft,
2833500	2834800	c'est le coopératif
2834800	2835700	gauchiste d'auteur.
2839780	2840700	Et du coup,
2840820	2840940	ça,
2841020	2841340	c'est un truc
2841340	2842180	tout à fait légitime
2842180	2842640	mais pourtant,
2842740	2843200	les libristes,
2843280	2844020	ils ne sont pas contents
2844020	2844420	parce que,
2844420	2846200	tu limites
2846200	2847500	l'usage commercial
2847500	2848780	aux entreprises coopératives,
2848920	2849120	du coup,
2849200	2849760	ça veut dire que
2849760	2851020	la liberté zéro
2851020	2851720	du logiciel libre
2851720	2852600	n'est pas respectée
2852600	2852980	et du coup,
2853060	2853880	ce n'est pas du logiciel libre.
2855260	2855700	En fait,
2855740	2856320	des trucs comme ça,
2856420	2857920	il y en a d'autres
2857920	2858780	qui commencent à émerger.
2859060	2859200	En fait,
2859260	2859940	la problématique
2859940	2860680	que les gens se posent,
2860800	2861700	c'est comment est-ce
2861700	2863000	qu'on casse ce truc
2863000	2864640	où on pense faire
2864640	2865500	des communs
2865500	2865880	et en fait,
2865980	2866580	ça nourrit
2866580	2868120	le capital néolibéral.
2868960	2869940	Comment est-ce qu'on fait
2869940	2871400	pour imposer une réciprocité
2871400	2871980	ou alors,
2872200	2872620	comment est-ce qu'on fait
2872620	2873760	pour séparer complètement
2873760	2876040	les deux ?
2876040	2876220	Voilà,
2876260	2876340	ça,
2876400	2876800	c'est ce qu'on appelle
2876800	2877880	le post-open source
2877880	2879080	ou le copyleft,
2879420	2881660	l'extrême gauche d'auteur,
2881780	2882380	on pourrait dire.
2883580	2883880	Tout ça,
2883940	2884180	c'est un peu
2884180	2885280	des licences
2885280	2886940	qui expérimentent
2886940	2887240	avec
2887240	2889480	qu'est-ce qu'on peut voir
2889480	2890020	au-delà
2890020	2890880	du logiciel libre.
2891620	2891640	Donc,
2891660	2892680	il y a la licence copyleft,
2892760	2893200	il y a la licence
2893200	2894160	anticapitaliste
2894160	2894580	où en gros,
2894660	2895120	c'est un peu comme
2895120	2895920	la licence copyleft,
2896020	2896160	en gros,
2896220	2896600	vous avez le droit
2896600	2897580	d'utiliser le logiciel
2897580	2899140	sauf si vous êtes
2899140	2900200	un truc qui profite,
2901300	2901940	qui fait du profit
2901940	2902960	sur le dos des travailleurs.
2904800	2905720	Sous un autre angle,
2905820	2906400	il y a la licence
2906400	2907100	hypocrate
2907100	2909700	qui interdit
2909700	2909980	en gros
2909980	2910720	les trucs dégueulasses,
2910880	2911640	c'est-à-dire qu'on n'a pas
2911640	2912100	le droit d'utiliser
2912100	2912700	le logiciel
2912700	2913880	pour faire des atteintes
2913880	2914480	aux droits de l'homme,
2914920	2915380	on n'a pas le droit
2915380	2915960	d'utiliser le logiciel
2915960	2917880	pour faire des écocides,
2918100	2919140	là, tout le truc
2919140	2920580	de faire de l'extraction
2920580	2921860	de ressources fossiles,
2921860	2923220	tout ça interdit.
2924180	2925160	Exploiter les travailleurs,
2925280	2925540	pareil.
2927040	2927280	Voilà, ça,
2927360	2927780	c'est un truc,
2927840	2929200	une tentative de codification
2929200	2930180	des usages
2930180	2930920	qui sont autorisés,
2931000	2931520	pas autorisés.
2932280	2933580	La licence non violente
2933580	2935700	et la version coopérative,
2935860	2935920	aussi,
2936020	2936840	c'est le même genre
2936840	2937920	de truc.
2938100	2938520	Ou alors,
2938580	2938740	voilà,
2938780	2938960	il y a aussi
2938960	2940280	les licences à réciprocité.
2940440	2940460	Alors,
2940540	2940900	j'ai pas trop,
2941280	2941960	j'ai cherché pourtant,
2942020	2942840	mais j'ai pas trop compris
2942840	2944260	vraiment les modalités précises
2944260	2944560	de,
2945360	2946580	c'est quoi la réciprocité,
2946740	2947320	mais en gros,
2947520	2947760	l'idée,
2947860	2948660	c'est d'essayer de dire
2948660	2950040	la commercialisation,
2950200	2951260	c'est possible seulement
2951260	2951980	en échange
2951980	2953300	d'une contrepartie financière.
2954660	2954780	Voilà,
2954820	2955640	donc toujours avec cette idée
2955640	2956320	de limiter
2956320	2958220	le truc
2958220	2958980	où les communs
2958980	2959920	peuvent nourrir le capital.
2960520	2960620	Voilà,
2960720	2960980	au moins,
2961060	2962060	si le capital utilise
2962060	2963060	les communs,
2963140	2963640	il faut qu'il y ait
2963640	2964320	un truc en retour.
2965400	2965860	Et tout ça,
2965980	2967720	c'est pas du logiciel libre,
2967800	2968440	c'est pas du logiciel libre,
2968720	2969040	en tout cas,
2969100	2970480	pas au sens classique du terme.
2972880	2973160	Voilà,
2973260	2973720	les libristes,
2973780	2974220	ils sont pas contents.
2974340	2974440	Alors,
2974520	2974920	heureusement,
2975040	2975780	tout le monde n'est pas
2975780	2977180	dans le librisme radical.
2977180	2979440	Il y a des gens
2979440	2981040	qui se revendiquent
2981040	2981560	libristes,
2982040	2982940	mais qui ont bien compris
2982940	2984900	que la problématique
2984900	2985800	dépasse tout à fait
2985800	2986560	le cadre du logiciel libre
2986560	2987340	et qu'il ne faut pas non plus
2987340	2988780	rentrer dans un truc dogmatique
2988780	2990980	sur absolument défendre
2990980	2991820	les quatre libertés
2991820	2992660	et avoir 100%
2992660	2993420	de logiciel libre.
2993960	2994060	Voilà,
2994140	2994700	Framasoft,
2994780	2995200	par exemple,
2995320	2995720	c'est vraiment
2995720	2996480	l'avant-garde
2996480	2996780	un peu
2996780	3001860	de la lutte
3001860	3004800	cyber-libertaire.
3004900	3005160	Je ne sais pas
3005160	3005720	comment on peut le faire.
3005720	3008360	finir là-dessus
3008360	3009120	juste après.
3010500	3011740	Mais le fait est
3011740	3012960	que les libristes,
3013040	3013160	là,
3013260	3014200	ils nous retiennent
3014200	3014920	par le col.
3015020	3015180	On dit
3015180	3015660	« Non, non, non,
3015700	3016580	tu ne peux pas aller faire ça,
3016660	3018280	ce n'est pas du logiciel libre. »
3018280	3018800	Et comme, en fait,
3018840	3020180	on n'a pas de référentiel
3020180	3021320	pour dire
3021320	3021520	« Ah non,
3021540	3021760	mais nous,
3021820	3022440	on ne défend pas
3022440	3022940	le logiciel libre,
3023020	3024460	on défend autre chose. »
3024460	3024640	Eh bien,
3024680	3025620	on est vraiment bloqué
3025620	3026720	un peu dans le statut quo
3026720	3027860	où tout le monde
3027860	3028780	est super frileux
3028780	3029720	d'utiliser
3029720	3031720	les licences comme ça.
3032240	3032440	Alors là,
3032460	3032840	on a quand même
3032840	3033800	des exemples
3033800	3035400	comme Copcycle
3035400	3036760	qui font des trucs,
3036840	3037280	mais ça reste
3037280	3037860	pour le moment
3037860	3038700	un peu des trucs
3038700	3039200	d'exception.
3041120	3041680	Alors voilà,
3041960	3042800	ça m'emmène un peu
3042800	3043880	vers la conclusion doucement,
3043960	3044280	mais sûrement,
3044420	3045100	qu'est-ce qu'on défend
3045100	3046980	vraiment derrière tout ça ?
3046980	3047400	Et comment est-ce
3047400	3048120	qu'on pourrait mettre
3048120	3048520	des mots
3048520	3049220	sur ce qu'on défend
3049220	3049700	vraiment
3049700	3051640	au travers du logiciel libre,
3051800	3052700	mais pas que ?
3052700	3053860	Parce que le logiciel libre,
3054540	3055720	c'est juste
3055720	3057900	un morceau de lutte
3057900	3059320	parmi toutes les luttes
3059320	3061360	un peu cyber-numériques.
3061360	3062360	Moi, là,
3062360	3062680	j'ai essayé
3062680	3063380	de représenter
3063380	3064160	graphiquement
3064160	3067460	les différents combats
3067460	3069060	qui sont menés
3069060	3071080	depuis 40-50 ans
3071080	3071440	maintenant.
3073360	3073900	Là, il y a
3073900	3074520	le logiciel libre
3074520	3075800	versus le logiciel propriétaire,
3075900	3076040	mais ça,
3076480	3076940	on pourrait dire
3076940	3077380	que c'est un truc
3077380	3078180	un peu plus général
3078180	3080260	de la propriété intellectuelle
3080260	3081180	versus l'économie
3081180	3082080	des communs
3082080	3082960	qui touche aussi bien
3082960	3083560	à la culture
3083560	3084400	que la science,
3085040	3085960	les semences,
3086080	3086480	les brevets
3086480	3087260	sur les technologies,
3087400	3087560	etc.
3087780	3088000	Des fois,
3088860	3089720	les brevets,
3089720	3091420	même Apple,
3091480	3092580	ils ont limite breveté
3092580	3093640	le rectangle arrondi
3093640	3094020	à un moment.
3094560	3095180	On en est là,
3095280	3096220	ils brevettent
3096220	3097520	des formes géométriques.
3099900	3100700	De l'autre côté,
3100860	3102400	on a le capitalisme
3102400	3102880	de surveillance,
3103140	3104140	l'économie de l'attention,
3105000	3105780	la technopolis,
3105940	3107640	les différents États
3107640	3108280	qui essayent
3108280	3108540	de mettre
3108540	3108860	une espèce
3108860	3109860	de contrôle social
3109860	3110700	au nom
3110700	3112240	de la lutte
3112240	3112920	antiterroriste,
3113040	3113220	etc.
3113220	3115600	de la surveillance
3115600	3116620	généralisée partout.
3116780	3116900	Nous,
3116940	3117380	on défend
3117380	3118700	Internet décentralisé,
3118860	3119520	la vie privée,
3119680	3120140	et ainsi de suite.
3120720	3120900	Et puis,
3120960	3121220	il y a aussi
3121220	3121820	un autre truc
3121820	3123780	un peu plus flou,
3123940	3126140	c'est l'obscurantisme
3126140	3126760	technologique
3126760	3127520	qui est un peu
3127520	3128140	refourgué
3128140	3129220	par les multinationales
3129220	3130580	de la Big Tech.
3131720	3132120	Nous,
3132200	3132380	on essaie
3132380	3132880	de défendre
3132880	3133760	une émancipation,
3133860	3134460	une éducation
3134460	3135180	aux technologies.
3137080	3137760	L'apologie
3137760	3138440	de la high tech,
3138880	3139060	ça,
3139140	3139560	c'est un truc
3139560	3140220	qui n'est pas forcément
3140220	3141720	critiqué
3141720	3143360	par les libristes,
3143460	3143980	alors que pourtant,
3144180	3144820	Dieu sait que maintenant,
3144940	3145400	il faudrait quand même
3145400	3145980	réfléchir à
3145980	3146980	la sobriété
3146980	3148820	dans l'espace numérique.
3149320	3149800	Et puis aussi,
3149880	3150680	l'inclusivité,
3150780	3151420	l'accessibilité
3151420	3151940	des outils,
3152220	3152840	ça commence à devenir
3152840	3153080	un truc
3153080	3153560	qu'on ne peut plus
3153560	3155500	faire l'impasse dessus.
3157820	3158400	J'ai essayé
3158400	3159020	de représenter ça
3159020	3159560	différemment
3159560	3161020	pour représenter
3161020	3161940	le fait que
3161940	3162760	les libristes
3162760	3164380	critiquent un peu
3164380	3164660	l'espèce
3164660	3165940	de néo-féodalisme.
3166140	3166880	Le néo-féodalisme,
3166980	3167240	si vous voulez,
3167360	3167820	c'est que vous êtes
3167820	3168520	chez Microsoft,
3169080	3169820	vous êtes un peu
3169820	3170400	un péon
3170400	3172620	dans le paysage
3172620	3173100	de Microsoft,
3173280	3174080	ils vous imposent
3174080	3175720	leur choix technique,
3176060	3176560	ils vous imposent
3176560	3177200	comment ça fonctionne
3177200	3178120	et puis vous,
3178160	3178740	vous avez juste
3178740	3179360	à accepter
3179360	3180320	et vous n'avez pas
3180320	3181060	votre mot à dire.
3181880	3182160	Alors du coup,
3182220	3182900	ce que les libristes
3182900	3183320	y défendent,
3183380	3183620	c'est un peu
3183620	3184280	ce qu'on pourrait appeler
3184280	3185480	une espèce de démocratie
3185480	3186240	technocratique,
3186400	3187200	c'est-à-dire que,
3187560	3188080	étant donné
3188080	3189700	les quatre libertés
3189700	3190920	avec les trois libertés
3190920	3191760	qui concernent
3191760	3192300	les développeurs,
3193100	3194240	alors certes,
3194260	3195020	c'est de la démocratie,
3195200	3195640	donc c'est pour ça
3195640	3196500	qu'ils sont convaincus
3196500	3197900	que c'est nécessaire,
3197900	3199560	peut-être que ce n'est pas
3199560	3199900	suffisant,
3199980	3200540	mais c'est nécessaire,
3200740	3201000	mais en fait,
3201060	3202240	la démocratie qu'ils défendent,
3202320	3202940	c'est une démocratie
3202940	3203760	technocratique
3203760	3205240	où les utilisateurs,
3205320	3206080	ils ne font pas du tout
3206080	3207860	partie de ces gens,
3207940	3209840	ils n'ont pas trop
3209840	3210620	leur mot à dire
3210620	3212400	s'ils ne savent pas
3212400	3213000	coder
3213000	3213740	ou s'ils ne savent pas
3213740	3214780	aller poster un ticket
3214780	3216180	sur l'interface
3216180	3216660	où on rapporte
3216660	3217040	les problèmes
3217040	3217620	avec le logiciel.
3221120	3221620	Et du coup,
3221700	3222020	la question,
3222180	3222420	c'est en fait,
3222500	3223080	comment est-ce qu'on va
3223080	3224720	plus loin que la démocratie
3224720	3225700	technocratique défendue
3225700	3228300	par les libristes ?
3228300	3228580	Alors voilà,
3228960	3229060	moi,
3229780	3230780	la manière dont je formule
3230780	3231380	les choses maintenant,
3231500	3231800	c'est que je dis,
3232120	3232280	en fait,
3232320	3232900	ce qu'on défend
3232900	3233880	dans toutes ces luttes-là,
3234080	3235920	c'est une vision libertaire
3235920	3237780	appliquée à l'espace numérique,
3237900	3239980	au cyberespace,
3241060	3242100	ou à l'espace numérique,
3242180	3243120	si vous préférez.
3243520	3243740	Et du coup,
3243740	3243940	voilà,
3244100	3244560	pour moi,
3244740	3245320	ce qu'on défend,
3246120	3247300	ou ce que Framasoft défend,
3247420	3248020	par exemple,
3248100	3248960	même s'ils ne le disent pas,
3249060	3249480	pour moi,
3249600	3250120	à mon sens,
3250620	3252120	c'est le cyberanarchisme,
3252280	3253080	c'est l'application
3253080	3254740	des principes libertaires
3254740	3256820	dans l'espace numérique,
3256900	3257140	c'est-à-dire,
3257240	3258160	on combat les rapports
3258160	3258620	de domination
3258620	3259640	qui sont véhiculés
3259640	3260920	par la technologie.
3261340	3262000	Combattre les rapports
3262000	3262440	de domination,
3262620	3262860	pour moi,
3262880	3263820	c'est vraiment la définition
3263820	3265160	de l'anarchisme
3265160	3266580	ou de l'idéologie libertaire.
3267820	3269180	Et lorsqu'on pose ça,
3269340	3271040	le logiciel libre,
3271180	3271600	c'est un rapport
3271600	3272120	de domination
3272120	3273340	parce que c'est une technocratie.
3276340	3276580	Voilà,
3276720	3277080	alors j'en arrive
3277080	3277740	aux conclusions,
3277900	3279220	même si j'ai dépassé
3279220	3279880	le temps.
3282060	3282980	Le logiciel libre,
3282980	3283400	à mon sens,
3283500	3283740	c'est vraiment
3283740	3284680	une lutte obsolète.
3284840	3285180	C'est pour ça
3285180	3286000	que j'ai fait cette conférence.
3286460	3286580	Moi,
3286660	3287560	je défends le fait
3287560	3289280	que c'est une lutte obsolète.
3289980	3290840	Ça n'a pas évolué
3290840	3292340	depuis 20 ans.
3292480	3293040	En 2007,
3293120	3293820	on aurait dû commencer
3293820	3294560	à réaliser
3294560	3296380	qu'il y avait
3296380	3297800	un problème.
3297980	3298560	Et en 2014,
3298780	3299400	lorsque Microsoft
3299400	3299760	dit,
3299860	3300000	nous,
3300060	3300720	on kiffe grave,
3301260	3301680	Linux,
3301860	3302340	les libristes
3302340	3303480	auraient dû être terrifiés
3303480	3304260	et auraient dû
3304260	3304920	vraiment se remettre
3304920	3305320	en question
3305320	3307020	sur ce qu'ils défendaient.
3308340	3309500	C'est ni une fin en soi,
3309640	3310360	c'est ni suffisant,
3310480	3311060	ni nécessaire,
3311060	3312520	parce qu'on l'a vu
3312520	3313500	avec le CobbCycle,
3313580	3315080	on peut faire du logiciel
3315080	3316600	éthique sans qu'il soit libre.
3317400	3317460	Donc,
3317520	3318680	il faut vraiment faire le deuil
3318680	3318840	de,
3318900	3319020	voilà,
3319080	3319500	c'est libre,
3319940	3321860	c'est bon,
3321900	3322280	on a fini.
3324120	3324880	Reconnaître que le problème,
3324960	3325680	il est systémique
3325680	3327460	et ça dépasse grandement
3327460	3329040	le cadre du juridico-technique.
3329200	3329880	C'est comment est-ce
3329880	3332300	qu'on invente,
3332560	3335340	comment est-ce qu'on réalise
3335340	3336540	que la gouvernance,
3336580	3336940	par exemple,
3337020	3337700	des logiciels libres,
3337780	3338020	tout ça,
3338080	3338440	c'est un truc,
3338620	3339160	on ne peut pas faire
3339160	3339800	l'impasse dessus,
3339800	3340260	on ne peut pas avoir
3340260	3341260	des gouvernances toxiques
3341260	3343380	avec des gens
3343380	3344700	qui juste refusent
3344700	3346200	qu'on contribue,
3346400	3346540	enfin,
3346640	3348480	qu'il impose
3348480	3350940	qu'il faille forcément
3350940	3351960	être un technicien
3351960	3352720	pour pouvoir contribuer,
3352780	3353000	tout ça,
3353140	3353380	bref.
3354340	3355080	À côté de ça,
3355160	3355680	dans les autres luttes,
3355740	3356200	on se fait bouffer
3356200	3357260	par l'extrême droite,
3357360	3358040	le néolibéralisme,
3358120	3358720	la technopolis,
3358840	3359660	la crise climatique,
3359760	3359860	voilà,
3359900	3360140	tout ça,
3360280	3360540	maintenant,
3360640	3362160	il faut qu'on pense
3362160	3362880	la sobriété
3362880	3365580	dans le numérique,
3365660	3366700	on ne peut pas faire
3366700	3367280	du logiciel libre
3367280	3370120	sans penser ça,
3370200	3370600	maintenant.
3372380	3373280	Il faudrait aussi
3373280	3374320	qu'ils discutent un peu,
3374440	3374880	les libristes,
3375000	3376000	avec les autres luttes
3376000	3376520	pour arrêter
3376520	3377380	de critiquer
3377380	3380080	l'écriture inclusive
3380080	3380600	et tout ce genre
3380600	3380880	de trucs,
3380960	3381320	par exemple.
3382780	3383620	Nécessité d'expliquer
3383620	3384240	les valeurs,
3384340	3385500	de définir un nouveau référentiel,
3385580	3385800	pour moi,
3385860	3386440	on est bloqué
3386440	3387320	dans le logiciel libre
3387320	3388780	parce que le logiciel libre,
3388860	3389200	c'est un truc,
3389280	3389700	on peut dire,
3389760	3389880	voilà,
3389920	3390020	ça,
3390080	3390840	c'est du logiciel libre.
3390840	3391600	Et par contre,
3391640	3392100	quand on discute
3392100	3392680	avec les libristes
3392680	3393080	pour dire,
3393160	3393740	en fait,
3394320	3394700	il n'y a pas besoin
3394700	3395380	d'avoir 100%
3395380	3396220	de logiciel libre,
3396340	3396720	machin,
3396880	3397360	si on défend,
3397440	3398080	c'est de l'Internet,
3398160	3399160	émancipateur et tout,
3399700	3400000	en fait,
3400040	3400820	on n'a pas de mots,
3400980	3401420	ça n'a pas été
3401420	3402500	vraiment formalisé.
3403080	3403180	Alors,
3403220	3403540	il faut voir
3403540	3404000	dans quelle mesure
3404000	3405180	on peut formaliser un truc,
3405320	3405680	mais voilà,
3405820	3407760	comment est-ce qu'on définit
3407760	3408880	un numérique convivial,
3408980	3409440	inclusif,
3409560	3410400	comment est-ce qu'on met
3410400	3411080	des contours
3411080	3412600	pour dire aux libristes,
3412820	3412920	nous,
3412980	3413760	on ne défend pas la même chose,
3413840	3413900	nous,
3413940	3414940	on défend ce truc-là.
3415480	3415900	Pour moi,
3415960	3416300	il faut qu'on ait
3416300	3417240	un nouveau référentiel,
3417360	3417980	il faut qu'on définisse
3417980	3418780	un manifeste,
3418860	3419080	un truc.
3421500	3422300	Comment est-ce qu'on fait
3422300	3422580	autre chose
3422580	3423560	que du logiciel libéral
3423560	3424340	qui donne à manger
3424340	3425640	au capitalisme ?
3425640	3426000	Tout ça,
3426040	3426300	tout ça.
3427100	3427420	Et puis,
3427500	3428480	un truc pour finir
3428480	3428900	sur un truc
3428900	3430140	que tout le monde
3430140	3431140	peut faire dès maintenant,
3431340	3432040	c'est refuser
3432040	3432960	la technocratie,
3433600	3434600	le technolétisme,
3434700	3435560	la pureté militante
3435560	3436160	dès maintenant.
3437240	3438000	Et j'ai une anecdote,
3438320	3438740	parce que j'étais
3438740	3439940	dans le bureau
3439940	3440600	avec Valérie
3440600	3441100	l'autre jour
3441100	3443140	qui fait les recouvrements,
3443280	3443300	là,
3443400	3443660	et puis,
3443660	3445840	elle avait un bug
3445840	3446420	qui l'empêchait
3446420	3447600	d'accéder à l'interface
3447600	3448420	d'Odo ou un truc.
3449020	3449460	Et puis,
3449520	3450440	ça faisait déjà un moment
3450440	3450900	et on lui dit
3450900	3451320	« Mais pourquoi
3451320	3452200	tu nous as pas dit
3452200	3453080	que t'avais un bug ?
3453080	3454560	C'était pas normal. »
3454560	3454860	Et puis,
3454920	3455400	elle nous a dit
3455400	3456100	« Mais moi,
3456160	3457100	je pensais que c'était
3457100	3457640	comme ça,
3457820	3459760	que vous aviez décidé
3459760	3460760	que j'avais pas le droit
3460760	3461660	pour mon travail
3461660	3462340	de faire ça. »
3462340	3462600	Et du coup,
3463300	3463460	ça,
3463520	3463720	pour moi,
3463760	3465240	c'était vraiment symptomatique
3465240	3466700	du fait que
3466700	3468080	c'est un peu genre
3468080	3468260	vraiment,
3468340	3469040	il y a les développeurs
3469040	3469360	au-dessus
3469360	3470560	qui décident pour vous
3470560	3473120	et puis,
3473120	3473980	il y a juste à accepter,
3474060	3474380	il n'y a même pas
3474380	3475640	à poser de questions
3475640	3476260	sur pourquoi
3476260	3477000	c'est fait comme ça.
3479300	3479980	C'est comme ça,
3480020	3480380	les développeurs,
3480420	3480760	ils ont choisi,
3480920	3481260	c'est comme ça.
3481800	3481960	Et ça,
3482040	3483000	c'est vraiment symptomatique
3483000	3484220	du techno-élitisme,
3484300	3485160	de la technocratie.
3485800	3486300	Et il faut vraiment
3486300	3487380	s'enlever ça de la tête
3487380	3488460	et il faut vraiment
3488460	3489080	se dire que
3489080	3490180	normalement,
3490240	3491020	vous devriez être
3491020	3491920	au contrôle des outils.
3492260	3492620	Alors certes,
3492640	3493340	c'est les développeurs
3493340	3494320	qui créent les outils,
3494880	3495860	mais vous êtes censés,
3496300	3496940	les développeurs,
3497020	3497500	ils sont censés
3497500	3498300	être à vos ordres,
3498360	3498520	en fait,
3498580	3499180	d'une certaine manière.
3499320	3500120	Ils sont censés...
3500120	3501300	Sinon,
3501540	3504440	on a toujours un problème.
3505240	3506100	Le deuxième truc
3506100	3506920	que vous pouvez faire
3506920	3508260	dès aujourd'hui,
3508380	3509520	c'est arrêter de dire
3509520	3510140	que vous êtes nul
3510140	3510960	en informatique.
3511380	3512100	Ça, c'est vraiment un truc.
3512220	3513080	Moi, ça me rend furieux.
3513540	3514100	Les gens qui disent
3514100	3514740	« Moi, je suis nul
3514740	3515620	en informatique »,
3515620	3516160	ce n'est pas vous
3516160	3517260	qui êtes nul en informatique,
3517620	3518320	c'est la machine
3518320	3519420	qui n'est pas ergonomique.
3519880	3521200	Ce n'est pas à vous
3521200	3521900	de vous adapter
3521900	3523120	pour...
3523120	3525560	de vous adapter,
3525800	3527080	de vous aliéner le cerveau
3527080	3528100	pour que la machine,
3528400	3529340	pour que vous puissiez
3529340	3530060	comprendre la machine.
3530120	3531700	Si elle était bien faite,
3531800	3531920	eh bien,
3532000	3532980	vous auriez...
3532980	3533700	ça coulerait
3533700	3534460	relativement de source.
3536040	3536760	Et ça,
3536820	3537040	c'est vraiment
3537040	3537720	un truc important
3537720	3538300	pour lutter
3538300	3538980	contre ce truc
3538980	3540080	de technocratie ambiante
3540080	3540520	qui est vraiment
3540520	3541560	internalisé
